loc1,loc2,para1,dow,para2,para3,para4,price
9,97,1,Wed,495,1560.0,10.4,450.0
6,63,1,Fri,556,20000.0,13.6,800.0
0,06,1,Thu,554,12651.8,13.6,720.0
2,22,0,Wed,158,14000.0,13.6,425.0
2,27,1,Wed,799,2380.0,5.1,500.0
0,06,1,Wed,215,2408.0,13.6,670.0
2,29,1,Mon,267,13736.0,13.6,450.0
7,74,1,Wed,496,1540.0,5.25,300.0
3,39,1,Mon,331,24000.0,13.6,520.0
0,01,1,Thu,475,225.0,2.0,250.0
2,29,1,Thu,251,5575.0,3.2,175.0
2,20,1,Tue,591,1688.0,2.0,340.0
2,21,3,Fri,345,2300.0,4.4,183.33
2,21,1,Thu,428,6321.0,13.6,520.0
2,21,1,Thu,334,7718.0,12.8,430.0
7,74,1,Thu,331,5000.0,7.0,375.0
6,63,1,Mon,445,3120.0,2.4,450.0
1,19,1,Mon,155,20000.0,13.6,250.0
4,46,1,Thu,385,801.0,1.2,108.33
5,50,0,Wed,337,15000.0,13.6,680.0
2,21,1,Thu,290,3598.0,5.6,260.0
7,77,1,Tue,585,6979.0,5.0,460.0
0,06,1,Mon,190,6875.9,4.4,250.0
6,64,1,Mon,587,5479.0,4.0,256.67
2,20,1,Wed,315,3600.0,2.0,156.67
7,77,2,Fri,752,8000.0,13.6,900.0
7,77,1,Mon,700,2857.0,1.6,237.5
0,06,0,Thu,231,16500.0,6.5,480.0
2,21,1,Mon,765,24670.0,11.6,880.0
2,26,4,Thu,829,8400.0,13.6,1350.0
2,24,4,Fri,1342,24252.0,13.6,1000.0
0,08,1,Mon,287,7580.0,8.8,230.0
2,27,1,Fri,380,22840.0,13.6,225.0
3,30,4,Thu,1360,24321.0,13.2,2500.0
1,12,1,Mon,295,1000.0,3.5,250.0
7,77,1,Tue,370,10296.0,5.2,275.0
2,27,1,Tue,559,1172.0,3.6,280.0
2,24,5,Wed,1118,15349.0,13.6,1200.0
8,89,3,Fri,532,24000.0,13.2,650.0
7,73,1,Thu,181,550.0,3.6,230.0
2,21,1,Wed,327,3100.0,2.4,220.0
4,49,1,Wed,648,3244.0,7.2,430.0
5,59,3,Fri,489,15020.0,10.4,315.0
3,31,1,Fri,300,10000.0,13.6,620.0
0,09,1,Mon,458,2100.0,6.0,340.0
0,07,3,Fri,272,1408.0,1.2,210.0
8,84,1,Wed,619,22702.0,13.6,650.0
7,74,1,Tue,566,24000.0,13.2,690.0
7,76,0,Wed,91,1750.0,1.6,120.0
1,14,1,Thu,78,20000.0,13.6,120.0
1,14,1,Thu,338,7000.0,5.2,280.0
3,31,1,Tue,220,23910.0,12.4,360.0
4,47,1,Tue,517,3405.0,1.9,390.0
6,68,1,Tue,311,1350.0,1.6,140.0
5,52,0,Tue,361,12500.0,13.6,900.0
8,89,1,Tue,558,10178.0,2.8,263.33
8,88,1,Wed,642,3243.2,7.2,385.0
3,37,1,Tue,292,22538.0,13.6,450.0
6,64,3,Fri,567,2000.0,6.0,650.0
5,59,1,Tue,414,460.0,2.0,170.0
1,16,1,Mon,639,13480.0,13.6,800.0
7,73,1,Thu,411,24000.0,13.6,600.0
5,59,3,Fri,444,15000.0,13.6,500.0
1,14,0,Thu,349,15500.0,13.6,460.0
1,13,1,Thu,574,1000.0,2.0,280.0
2,21,1,Wed,307,7000.0,13.6,350.0
4,40,1,Tue,631,2300.0,2.7,315.0
9,93,1,Tue,454,14369.0,8.8,236.67
0,03,1,Tue,565,24280.0,13.6,890.0
3,39,4,Fri,982,22000.0,13.6,1530.0
5,52,1,Mon,628,9960.0,13.6,800.0
4,47,1,Wed,572,7322.0,12.0,680.0
3,33,1,Wed,390,24263.0,12.0,500.0
0,06,1,Tue,230,5102.0,3.2,160.0
7,74,1,Wed,229,1800.0,13.6,550.0
5,50,1,Mon,661,1819.0,6.0,400.0
2,22,1,Tue,261,3780.0,6.7,220.0
3,34,0,Mon,405,2200.0,2.8,230.0
3,37,1,Wed,388,1029.0,2.0,217.5
7,74,3,Fri,186,1360.0,2.0,100.0
1,18,0,Thu,91,4103.0,3.2,180.0
7,71,1,Thu,650,5271.0,4.0,280.0
7,71,1,Tue,457,512.0,6.0,360.0
3,31,0,Tue,235,24660.0,13.6,350.0
2,28,1,Wed,503,21369.0,13.2,600.0
2,21,3,Fri,454,15840.0,13.2,480.0
0,06,5,Wed,2317,22500.0,13.6,2780.0
0,06,3,Fri,752,24500.0,9.6,1500.0
6,63,1,Mon,456,5064.0,3.2,260.0
1,16,0,Wed,16,10000.0,11.9,106.57
8,85,0,Mon,384,15000.0,11.0,900.0
2,22,1,Wed,401,5474.0,3.6,325.0
2,28,1,Wed,391,7550.0,6.8,250.0
8,89,1,Wed,454,7000.0,4.5,293.33
3,31,1,Wed,297,16324.0,9.0,220.0
1,15,1,Wed,305,22000.0,13.6,410.0
1,15,4,Thu,496,3120.0,5.2,900.0
3,31,1,Tue,293,20678.0,13.6,400.0
5,51,1,Fri,305,15000.0,13.6,700.0
9,97,1,Mon,387,1400.0,2.8,185.0
7,70,1,Thu,345,5880.0,6.0,250.0
2,26,1,Wed,438,18000.0,13.6,325.0
7,74,1,Wed,472,4000.0,7.5,375.0
1,15,1,Tue,363,8354.0,6.0,130.0
4,41,1,Mon,618,905.0,11.2,320.0
7,78,1,Wed,479,5700.0,13.6,580.0
5,50,1,Wed,622,17386.0,12.8,750.0
5,50,3,Fri,554,20000.0,13.6,650.0
0,06,1,Tue,215,23108.0,13.6,670.0
7,74,1,Wed,581,11000.0,8.8,350.0
6,64,1,Mon,553,3000.0,4.4,375.0
7,79,2,Tue,391,1975.0,3.6,150.0
1,12,1,Tue,529,16200.0,13.6,650.0
9,94,1,Mon,744,7000.0,13.6,750.0
4,42,1,Thu,573,13600.0,13.6,630.0
1,14,1,Mon,565,2400.0,6.0,450.0
2,21,1,Mon,581,17800.0,13.6,480.0
6,63,1,Mon,96,8350.0,6.4,420.0
8,81,3,Fri,573,265.0,13.6,730.0
9,99,1,Wed,344,5189.0,3.6,250.0
2,21,1,Tue,690,755.0,2.0,150.0
1,10,1,Mon,533,4000.0,7.2,630.0
2,22,3,Fri,290,3973.0,2.0,140.0
0,06,1,Tue,407,21827.0,13.6,570.0
4,46,1,Tue,525,3000.0,3.0,300.0
5,59,1,Thu,398,15000.0,13.6,650.0
0,06,3,Fri,421,24950.0,13.6,595.0
2,21,0,Fri,325,9900.0,10.2,491.74
7,73,1,Thu,312,5000.0,3.0,340.0
6,60,1,Tue,685,16870.0,13.6,670.0
7,78,1,Tue,731,3470.0,6.0,500.0
0,08,1,Thu,364,1000.0,2.5,250.0
0,03,0,Tue,114,20000.0,13.6,200.0
6,66,1,Thu,343,6300.0,4.4,300.0
5,59,1,Wed,467,6804.0,4.5,350.0
7,73,0,Wed,353,10000.0,5.0,400.0
5,54,1,Wed,802,6665.0,6.4,350.0
2,20,1,Wed,362,16172.0,6.4,520.0
2,21,3,Fri,377,4260.0,5.0,290.0
7,79,1,Tue,775,3400.0,4.0,227.5
3,34,5,Thu,495,1988.0,6.8,256.67
3,36,3,Fri,1030,5500.0,11.0,765.0
0,01,3,Fri,113,1033.0,2.0,142.93
4,49,3,Fri,433,11372.0,6.4,330.0
2,20,1,Thu,593,1016.0,3.2,280.0
2,21,1,Thu,164,5000.0,13.6,300.0
5,52,1,Tue,289,8139.0,4.0,250.0
1,13,0,Mon,53,12340.0,13.6,220.0
7,71,1,Tue,304,600.0,6.0,320.0
9,90,1,Thu,385,1000.0,4.4,295.0
0,06,1,Wed,630,15000.0,13.6,280.0
6,63,1,Wed,96,20000.0,13.6,550.0
1,12,1,Tue,581,5000.0,4.0,400.0
0,08,1,Wed,767,5000.0,6.0,500.0
9,98,1,Tue,382,5600.0,4.0,220.0
8,81,1,Thu,594,7980.0,11.6,365.0
5,51,3,Fri,214,1706.0,2.4,141.67
4,42,1,Wed,289,2020.0,2.0,153.33
7,73,3,Fri,695,2347.0,1.6,175.0
1,13,1,Tue,559,3200.0,13.6,740.0
8,86,1,Mon,518,12240.0,6.4,450.0
6,67,1,Mon,238,2610.0,6.4,240.0
1,13,7,Mon,637,22000.0,13.6,750.0
5,50,1,Wed,397,2749.0,3.2,160.0
7,78,1,Mon,682,18000.0,13.6,780.0
0,04,1,Thu,416,13876.0,13.6,520.0
6,60,1,Wed,387,8680.0,6.4,550.0
4,47,1,Thu,563,6210.0,3.6,293.33
1,12,1,Tue,566,1883.0,2.4,165.0
5,50,3,Fri,554,20000.0,13.6,680.0
9,97,1,Mon,1295,3980.0,13.6,3500.0
0,06,1,Wed,310,8000.0,4.5,193.33
3,32,3,Fri,212,4800.0,3.2,260.0
5,50,1,Wed,198,13950.0,12.0,580.0
8,83,1,Wed,263,2500.0,2.4,166.53
4,41,1,Tue,545,3949.0,6.8,300.0
2,23,1,Tue,563,4248.0,2.9,175.0
1,19,1,Wed,184,25000.0,13.6,275.0
9,90,0,Wed,418,3188.0,2.4,165.0
2,21,1,Tue,491,10000.0,13.2,600.0
9,90,0,Tue,434,16130.3,3.6,333.5
3,30,1,Thu,320,1145.0,2.4,200.0
6,67,1,Thu,656,3318.0,13.6,360.0
2,21,1,Mon,329,12914.0,13.6,410.0
1,18,0,Thu,54,3250.0,2.0,150.0
4,41,1,Thu,348,2304.0,3.0,206.67
2,21,1,Thu,606,3150.0,4.7,580.0
0,08,1,Tue,268,900.0,3.2,370.0
4,44,1,Wed,425,1480.0,5.6,400.0
5,59,1,Wed,768,22648.0,27.2,820.0
4,42,1,Thu,517,4000.0,8.4,440.0
2,21,1,Mon,382,3886.0,9.2,320.0
0,04,1,Mon,472,24000.0,13.6,575.0
6,64,1,Tue,352,748.0,6.8,340.0
3,31,1,Tue,284,1744.0,5.0,220.0
5,50,1,Tue,337,5000.0,13.6,680.0
2,23,1,Tue,481,10256.0,7.0,220.0
7,74,1,Wed,157,900.0,3.6,160.0
7,75,1,Thu,217,1300.0,2.0,142.5
7,72,1,Wed,547,7998.0,4.5,270.0
2,21,1,Tue,611,9942.0,9.6,590.0
6,63,1,Tue,538,5000.0,4.0,220.0
0,09,1,Tue,37,2302.0,6.0,330.0
6,67,1,Mon,656,696.0,6.8,395.0
1,15,1,Thu,839,23640.0,13.6,350.0
0,01,1,Wed,350,2600.0,13.0,450.0
5,50,0,Thu,345,2891.0,13.6,680.0
1,13,1,Tue,287,11500.0,13.6,480.0
0,06,1,Thu,338,10000.0,7.0,175.0
0,01,3,Fri,300,460.0,3.2,270.0
5,51,1,Tue,460,1699.0,2.0,350.0
3,38,1,Thu,215,18898.0,12.0,400.0
4,48,1,Tue,364,8832.0,12.4,570.0
2,20,1,Mon,323,20000.0,13.6,420.0
2,24,3,Fri,433,6120.0,7.2,315.0
1,19,3,Fri,155,24000.0,13.6,250.0
2,21,1,Thu,322,9899.0,13.6,410.0
3,32,3,Fri,266,15576.3,10.8,430.0
0,09,1,Wed,304,8500.0,14.4,400.0
7,79,3,Fri,147,22069.0,8.26,375.0
6,66,1,Mon,736,9730.0,13.0,990.0
1,13,1,Wed,610,2388.0,8.8,670.0
4,49,1,Thu,330,15955.0,13.6,430.0
1,18,3,Fri,352,10000.0,13.6,450.0
1,12,1,Thu,562,22186.0,15.0,650.0
7,76,1,Mon,316,750.0,5.6,200.0
5,50,3,Fri,606,19350.0,13.6,670.0
4,40,1,Tue,461,16685.0,13.6,620.0
7,74,3,Fri,386,1250.0,2.5,180.0
8,86,3,Fri,513,1251.3,6.0,335.0
9,90,0,Tue,438,8820.8,6.8,333.5
5,59,3,Fri,495,12180.0,1.0,605.59
6,69,2,Tue,1192,23760.0,13.6,950.0
0,01,1,Wed,370,24000.0,13.6,650.0
2,29,1,Wed,532,21883.0,6.8,362.5
4,40,1,Mon,552,7320.0,4.0,196.0
6,69,2,Tue,758,7496.0,6.0,380.0
9,99,1,Mon,420,15000.0,7.0,280.0
0,06,1,Thu,215,24000.0,13.6,670.0
0,03,0,Fri,213,9789.0,13.6,650.0
9,90,1,Thu,418,4391.0,3.6,164.25
1,14,3,Fri,419,2765.0,2.0,180.0
1,14,2,Tue,476,23048.0,7.2,570.0
1,15,0,Mon,144,5000.0,10.2,291.95
2,21,1,Thu,459,23149.0,13.6,500.0
9,91,1,Mon,482,1800.0,5.5,350.0
3,31,1,Wed,171,6160.0,13.6,300.0
2,22,3,Fri,252,14000.0,11.2,387.64
8,89,1,Wed,551,5935.0,5.2,325.0
1,13,0,Tue,16,2500.0,5.0,200.0
7,74,1,Tue,596,5795.0,3.0,210.0
0,03,1,Wed,575,4973.0,6.0,405.0
5,53,1,Tue,607,4954.0,4.8,335.0
9,90,1,Wed,249,10399.0,6.0,220.0
0,04,3,Fri,155,9993.0,13.6,210.0
7,74,1,Mon,580,7000.0,10.0,580.0
7,79,1,Wed,607,2032.0,4.8,420.0
1,16,3,Fri,267,12564.0,8.5,450.0
0,06,1,Wed,215,25000.0,13.6,670.0
9,95,1,Tue,578,17238.0,11.2,166.67
8,85,1,Wed,411,5890.0,7.6,305.0
3,32,1,Tue,376,12400.0,8.0,230.0
3,35,1,Tue,509,7200.0,3.4,400.0
1,19,3,Fri,203,12800.0,7.0,190.0
9,97,1,Thu,357,4000.0,6.8,276.24
7,74,1,Wed,342,2000.0,13.6,450.0
0,06,1,Tue,343,24000.0,13.6,450.0
2,21,1,Mon,335,2450.0,4.0,156.67
7,78,1,Mon,568,4295.6,2.0,345.0
2,22,1,Mon,507,11560.0,8.0,500.0
0,04,3,Fri,313,7200.0,13.6,425.0
1,13,2,Wed,930,24000.0,13.6,1250.0
2,23,1,Thu,227,24000.0,10.4,350.0
4,47,2,Thu,847,5400.0,3.5,450.0
2,29,1,Tue,310,1836.0,13.6,350.0
7,74,0,Fri,237,400.0,3.4,230.0
0,08,3,Fri,433,1302.0,1.1,320.0
9,95,1,Wed,511,3115.8,13.2,730.0
2,21,1,Mon,335,1800.0,2.5,120.0
0,02,3,Fri,488,2994.0,1.0,313.33
2,22,3,Fri,283,2400.0,4.8,173.33
5,52,1,Wed,644,7000.0,4.5,260.0
2,20,1,Mon,486,1944.0,3.2,400.0
8,87,1,Mon,661,5437.0,4.4,390.0
7,73,3,Fri,305,1405.0,3.0,210.0
4,40,3,Fri,529,2266.0,11.6,630.0
6,67,1,Wed,600,4000.0,3.6,245.0
6,67,1,Tue,42,2000.0,4.0,325.0
8,87,3,Fri,651,20658.0,10.4,380.0
7,73,1,Tue,289,5000.0,8.8,298.2
7,74,1,Wed,420,2642.0,8.0,300.0
7,73,0,Wed,169,2000.0,13.6,370.0
7,74,1,Tue,523,1250.0,2.5,230.0
0,06,1,Mon,392,24000.0,13.6,450.0
4,49,3,Fri,541,800.0,3.8,300.0
8,89,3,Fri,626,4965.0,3.4,380.26
5,58,2,Wed,510,3900.0,5.0,385.0
5,59,1,Wed,265,4000.0,2.8,180.0
2,20,1,Tue,614,24200.0,13.6,1000.0
0,01,3,Fri,542,4600.0,3.0,345.0
2,28,1,Wed,763,10000.0,13.6,900.0
2,20,1,Thu,300,2114.0,6.0,260.0
7,74,1,Tue,414,3100.0,3.2,240.0
9,99,1,Wed,415,24710.0,12.8,600.0
4,47,1,Mon,580,3132.0,2.8,196.0
2,21,1,Mon,651,5200.0,13.2,750.0
4,47,1,Thu,532,7300.0,3.2,325.0
8,89,1,Mon,514,24000.0,13.6,650.0
2,28,1,Tue,383,13159.0,6.8,320.0
7,74,1,Thu,636,10340.0,21.6,700.0
0,09,1,Mon,215,5600.0,13.3,842.35
9,99,3,Fri,241,11000.0,13.6,350.0
0,07,1,Mon,236,8550.0,5.0,280.0
8,87,1,Mon,329,18580.0,13.6,530.0
8,85,1,Wed,524,19930.0,13.6,560.0
7,73,1,Thu,514,2506.0,5.0,500.0
0,04,1,Tue,554,590.0,1.2,180.0
1,13,3,Fri,702,11900.0,5.6,600.0
8,86,0,Fri,195,500.0,1.5,100.0
2,23,1,Thu,319,20100.0,13.6,330.0
6,64,1,Thu,162,2000.0,2.4,200.0
0,09,3,Fri,808,8800.0,7.0,550.0
1,14,3,Fri,417,10000.0,13.2,470.0
9,99,1,Mon,379,3818.0,4.0,275.0
3,31,1,Wed,418,2700.0,2.0,220.0
8,89,3,Fri,319,3791.0,15.1,133.33
1,12,3,Fri,587,1200.0,3.0,350.0
3,31,1,Wed,290,23071.0,13.6,420.0
1,19,1,Mon,155,25000.0,13.6,250.0
8,83,1,Tue,709,6805.0,8.0,585.0
3,32,1,Thu,403,580.0,3.2,175.0
9,95,3,Fri,445,4950.0,2.8,215.34
4,47,1,Tue,638,12000.0,13.6,770.0
0,04,1,Thu,373,8589.0,13.6,495.0
3,31,1,Thu,344,10000.0,13.6,500.0
0,06,1,Tue,215,23963.0,13.6,670.0
5,51,1,Mon,463,2333.0,6.0,325.0
9,99,3,Tue,1245,15161.0,8.0,960.0
2,21,1,Tue,654,7687.0,13.6,820.0
2,26,1,Thu,612,3745.0,3.6,297.55
2,20,1,Mon,682,4665.0,7.0,380.0
5,50,1,Thu,554,7267.0,4.6,292.5
7,75,1,Tue,630,4119.0,8.5,620.0
2,22,1,Mon,296,8006.0,4.8,200.0
2,21,1,Mon,748,4834.0,3.2,590.0
5,50,1,Mon,587,24000.0,13.6,800.0
3,31,4,Thu,1214,15858.0,13.6,1450.0
8,88,1,Wed,785,8000.0,6.0,620.0
2,21,1,Wed,328,5147.0,6.4,225.0
2,27,1,Wed,706,7520.0,13.6,870.0
4,48,3,Fri,491,2500.0,2.8,318.25
2,28,1,Wed,396,13824.0,13.6,480.0
0,08,3,Fri,825,9300.0,7.0,550.0
0,06,1,Wed,338,9094.0,5.6,175.0
9,90,1,Mon,407,15000.0,13.6,520.0
3,39,1,Tue,145,6318.0,6.0,230.0
0,06,1,Thu,321,6500.0,13.0,461.98
5,54,1,Thu,675,20867.0,13.6,740.0
1,14,1,Mon,425,5200.0,6.0,270.0
1,15,1,Tue,454,24367.2,13.6,520.0
7,79,1,Wed,818,5954.0,3.5,320.0
1,12,3,Fri,532,7416.0,12.0,600.0
2,21,0,Wed,306,1044.0,6.8,340.0
0,01,1,Thu,192,24000.0,13.6,325.0
2,20,0,Fri,278,22300.0,9.2,380.0
3,38,1,Thu,232,12453.0,5.5,250.0
2,25,3,Fri,683,5760.0,4.0,400.0
1,14,6,Tue,422,24414.0,12.0,530.0
4,45,1,Tue,597,24000.0,13.6,1200.0
1,13,1,Wed,16,3000.0,6.0,150.0
5,51,0,Mon,209,8413.0,12.8,460.0
2,23,1,Wed,495,9195.0,9.0,290.0
5,51,1,Thu,206,1764.0,4.0,290.0
7,74,1,Tue,592,5000.0,3.0,300.0
6,68,3,Fri,493,2400.0,4.8,295.0
9,94,1,Thu,823,11578.8,5.8,225.0
3,35,3,Fri,531,1152.0,5.0,300.0
6,63,3,Fri,538,4693.0,9.0,500.0
2,21,0,Fri,306,6000.0,13.6,470.0
4,47,1,Fri,552,10000.0,6.8,350.0
6,66,3,Fri,426,920.0,5.0,345.0
4,48,1,Thu,456,1100.0,4.0,280.0
2,20,3,Fri,573,3993.0,4.0,350.0
0,09,1,Tue,209,8208.0,13.6,300.0
0,01,1,Wed,312,24000.0,13.6,450.0
5,58,1,Thu,533,5765.0,3.2,250.0
0,09,1,Wed,405,1693.0,1.2,175.0
2,24,1,Tue,355,25123.0,13.6,430.0
3,37,1,Tue,378,4171.0,4.6,400.0
6,67,1,Thu,634,8046.0,14.0,700.0
3,35,1,Tue,536,7067.0,2.8,330.0
2,22,0,Thu,195,14000.0,13.2,400.0
0,06,1,Wed,362,10000.0,6.6,175.0
5,59,1,Wed,342,7753.3,6.4,330.0
2,24,1,Thu,515,5100.0,6.0,345.0
0,09,1,Mon,270,300.0,1.0,78.75
5,52,1,Mon,99,1500.0,1.2,110.0
0,04,1,Wed,488,4800.0,3.0,400.0
7,78,1,Thu,511,14013.0,5.6,238.33
2,21,1,Tue,307,8500.0,12.4,440.0
3,34,3,Fri,259,3501.0,5.8,200.0
8,81,4,Fri,519,3337.0,3.2,65.13
9,90,1,Mon,192,5500.0,4.4,250.0
5,59,1,Wed,414,1400.0,5.6,250.0
7,77,1,Wed,742,14000.0,14.0,700.0
2,23,3,Fri,16,10000.0,7.0,200.0
3,39,1,Tue,104,2500.0,13.2,250.0
6,64,3,Fri,587,2500.0,7.6,450.0
5,50,1,Mon,578,3400.0,4.0,365.0
7,79,1,Wed,649,814.0,5.4,390.0
3,30,1,Mon,296,24000.0,13.6,460.0
1,12,1,Thu,576,11240.0,6.8,480.0
7,71,1,Tue,465,8899.0,5.6,203.33
9,91,1,Mon,417,5503.0,8.0,380.0
4,48,1,Thu,299,10000.0,13.6,420.0
0,06,1,Mon,333,12000.0,6.8,275.0
2,22,1,Wed,770,1529.3,3.2,475.0
3,30,0,Mon,76,15000.0,13.6,300.0
7,76,1,Mon,410,20000.0,13.6,500.0
2,22,1,Tue,256,12632.0,13.6,320.0
0,09,3,Fri,230,9154.0,13.6,927.99
3,31,0,Wed,144,22000.0,13.6,290.0
1,12,1,Mon,533,6000.0,4.2,233.33
8,87,1,Thu,421,14980.0,12.0,600.0
2,21,1,Tue,428,2841.0,13.6,520.0
9,99,1,Tue,494,22000.0,13.6,760.0
9,91,3,Fri,205,8000.0,13.6,270.0
2,28,1,Tue,400,2000.0,3.4,140.0
4,48,1,Wed,364,4802.0,6.0,370.0
2,20,1,Wed,323,20000.0,13.6,420.0
3,38,1,Mon,289,23855.0,13.6,330.0
1,19,1,Mon,155,20000.0,13.6,250.0
5,50,3,Fri,407,13200.0,13.6,550.0
6,67,1,Wed,765,5000.0,13.0,1000.0
8,88,1,Tue,527,21684.0,13.6,580.0
0,09,0,Mon,69,3480.0,6.4,135.0
6,63,1,Mon,432,3000.0,3.6,470.0
8,85,1,Wed,766,5600.0,3.2,240.0
0,04,5,Wed,289,20125.0,13.2,520.0
9,90,1,Wed,416,1353.0,3.2,180.0
6,65,2,Thu,20,18000.0,13.6,800.0
2,22,1,Tue,397,22699.0,13.6,470.0
3,30,1,Mon,281,3003.0,7.0,235.0
6,68,1,Mon,420,13700.0,13.6,494.0
8,88,1,Wed,340,3636.0,3.0,77.55
5,52,2,Wed,1369,15000.0,13.6,1650.0
1,12,0,Tue,356,24000.0,13.6,520.0
1,12,0,Tue,16,24000.0,13.6,220.0
0,09,3,Fri,634,23720.0,13.6,825.0
0,04,1,Mon,495,5138.0,6.0,335.0
0,04,1,Thu,570,22100.0,13.6,460.0
5,50,3,Fri,554,20000.0,13.6,680.0
0,06,1,Wed,367,6000.0,13.6,450.0
4,40,1,Tue,586,23008.0,12.8,650.0
3,38,1,Mon,296,873.0,7.6,230.0
0,02,4,Fri,632,2810.0,4.3,1950.0
3,35,3,Fri,510,4791.0,4.0,233.33
7,77,1,Thu,585,15000.0,13.6,670.0
1,12,0,Wed,356,24700.9,13.6,520.0
3,31,1,Tue,269,11000.0,6.8,230.0
2,26,3,Fri,694,24000.0,13.6,810.0
1,14,1,Tue,340,5054.0,3.6,180.0
8,85,1,Wed,423,1500.0,5.6,145.0
8,88,1,Mon,615,24000.0,13.6,700.0
2,25,0,Wed,62,20000.0,13.6,300.0
3,31,1,Mon,287,12000.0,6.8,230.0
6,67,1,Wed,652,20000.0,10.0,620.0
6,68,1,Mon,237,24200.0,17.2,380.0
3,37,2,Tue,751,5602.0,5.0,815.61
0,06,1,Tue,167,2160.0,3.6,300.0
5,50,1,Tue,638,2732.0,4.0,120.0
7,79,1,Thu,776,940.0,3.2,350.0
5,53,1,Tue,600,2500.0,5.6,400.0
2,22,4,Thu,321,11897.0,6.8,225.0
7,77,1,Tue,454,16600.0,10.25,330.0
0,03,1,Wed,874,22771.0,13.6,950.0
0,01,1,Mon,556,7300.0,3.0,216.67
0,03,1,Tue,533,480.0,2.3,400.0
2,20,3,Fri,702,8578.0,6.8,470.0
7,77,1,Thu,727,5678.0,3.6,550.0
7,70,1,Mon,631,4463.0,8.0,293.33
3,39,1,Tue,139,19671.0,13.6,220.0
3,35,1,Wed,426,1455.0,2.0,253.04
0,06,4,Thu,333,22000.0,13.6,270.0
0,07,3,Fri,375,2500.0,2.5,500.0
2,21,0,Thu,306,6000.0,13.6,470.0
4,47,1,Tue,88,15375.0,7.0,120.0
0,06,1,Mon,215,14143.0,13.6,670.0
6,66,3,Fri,679,24000.0,13.6,700.0
1,14,3,Fri,260,7295.0,2.8,250.0
3,35,1,Tue,500,15000.0,13.6,630.0
1,14,1,Mon,349,12000.0,13.6,460.0
6,61,1,Tue,518,6152.0,3.6,290.0
9,98,3,Fri,284,5000.0,6.8,285.0
2,23,1,Mon,615,23460.0,13.33,660.0
5,56,1,Thu,606,3620.0,4.4,300.0
5,50,1,Tue,235,1076.0,2.5,250.0
2,21,1,Tue,867,3400.0,4.2,600.0
4,45,1,Thu,508,4536.0,8.0,420.0
1,15,1,Tue,680,1500.0,3.0,280.0
8,85,1,Tue,519,3968.0,8.0,335.0
9,95,1,Mon,496,2326.0,13.6,870.0
2,20,3,Fri,331,1880.0,3.2,150.0
2,28,1,Tue,394,10237.0,4.0,170.0
1,16,1,Wed,141,8403.0,6.8,160.0
9,99,1,Thu,418,4750.0,7.6,183.33
3,37,1,Wed,343,1000.0,1.2,145.0
4,40,1,Tue,526,1069.0,1.2,310.0
0,02,1,Thu,515,19800.0,13.6,650.0
4,47,1,Mon,595,760.0,3.2,205.0
8,85,1,Thu,181,1152.0,3.62,220.0
4,44,1,Wed,501,24000.0,13.6,700.0
0,03,1,Mon,543,2200.0,13.6,780.0
6,63,1,Tue,530,9600.0,5.0,266.67
5,59,1,Tue,350,24000.0,13.6,540.0
1,19,3,Fri,258,460.0,9.2,287.5
8,88,1,Wed,343,7000.0,7.6,325.0
6,65,1,Tue,447,2560.0,2.5,250.0
3,30,1,Thu,370,5000.0,4.8,362.07
3,39,1,Mon,647,6000.0,7.0,445.0
2,28,1,Tue,386,7500.0,6.8,250.0
3,32,1,Thu,374,560.0,1.6,167.5
3,31,1,Tue,248,9300.0,13.6,360.0
0,09,1,Mon,632,3500.0,6.0,440.0
5,50,1,Tue,337,14960.0,13.6,680.0
4,40,1,Mon,552,8406.0,9.0,450.0
1,14,1,Thu,330,12000.0,13.6,420.0
1,14,1,Thu,307,1640.0,1.6,198.0
6,67,1,Mon,196,10596.0,6.6,225.0
3,37,1,Wed,333,4777.0,3.0,220.0
4,46,1,Wed,656,6461.0,13.0,1070.0
5,53,3,Fri,658,7553.0,4.0,500.0
6,66,0,Mon,126,10000.0,13.6,550.0
3,31,1,Mon,466,10175.0,13.6,550.0
6,61,1,Wed,244,1700.0,2.0,140.0
3,31,3,Fri,298,11000.0,6.8,240.0
0,04,2,Mon,1202,24500.0,13.6,1350.0
1,19,0,Tue,197,2531.0,2.5,260.0
8,87,1,Wed,639,23861.0,13.6,720.0
5,53,3,Fri,133,7575.0,6.0,640.0
2,28,3,Fri,312,2752.0,13.6,440.0
0,06,1,Fri,247,8000.0,15.4,550.0
3,36,1,Tue,230,1178.0,2.8,260.0
2,27,2,Wed,343,15000.0,13.6,540.0
7,76,1,Wed,423,2206.0,3.0,300.0
8,89,1,Tue,245,20149.0,13.6,380.0
4,40,3,Fri,552,5040.0,4.0,380.0
7,78,1,Wed,564,2500.0,4.4,325.0
9,90,1,Wed,385,7725.0,5.2,152.5
3,35,1,Thu,509,19910.0,13.6,700.0
4,41,1,Wed,545,2788.0,4.8,300.0
3,35,1,Tue,147,17900.0,13.6,400.0
6,64,1,Wed,551,3200.0,7.0,380.0
7,74,3,Fri,418,1000.0,5.5,325.0
0,07,1,Mon,222,20300.0,13.6,600.0
2,23,1,Thu,198,2994.0,1.8,165.0
5,50,1,Thu,542,14150.8,8.0,430.0
3,31,0,Fri,235,16000.0,13.6,350.0
3,33,1,Wed,523,6000.0,6.8,475.0
